first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
rannell,hall,NA,WR,01/30/1993,Central Florida,RH-0250,2553716,NA,NA,00-0031846,HAL477156,NA
roy,hall,NA,WR,12/08/1983,Ohio State,RH-0300,2507219,NA,NA,00-0025556,HAL527193,NA
ray,hamilton,NA,TE,10/28/1992,Iowa,RH-0350,2553532,NA,NA,00-0031749,HAM301278,NA
ryan,hannam,NA,TE,02/24/1980,Northern Iowa,RH-0500,2505151,NA,NA,NA,NA,NA
russell,hansbrough,NA,RB,11/19/1993,Missouri,RH-0550,2556547,NA,NA,00-0032747,HAN465591,NA
rj,harris,NA,WR,06/03/1992,New Hampshire,RH-0750,2553802,NA,NA,00-0032029,HAR521380,NA
raymont,harris,NA,RB,12/23/1970,Ohio State,RH-0900,2501051,NA,NA,NA,NA,NA
roy,helu,NA,RB,12/07/1988,Nebraska,RH-1600,2495161,1826,NA,00-0028043,HEL697773,32013030-2d30-3032-3830-3433195f155b
robert,herron,NA,WR,06/02/1992,Wyoming,RH-1850,2543777,NA,NA,00-0031187,HER722941,32013030-2d30-3033-3131-3837985c1eef
ryan,hewitt,NA,TE,01/24/1991,Stanford,RH-1875,2550206,NA,NA,00-0030780,HEW205087,32013030-2d30-3033-3037-383037ca5459
rashard,higgins,NA,WR,10/07/1994,Colorado State,RH-1950,2555468,NA,77f0b301-1cb7-4df3-86c0-346d51fe23e9,00-0032977,HIG322107,32013030-2d30-3033-3239-3737129a14db
ronnie,hillman,NA,RB,09/14/1991,San Diego State,RH-2350,2533437,1931,NA,00-0029683,HIL737842,32013030-2d30-3032-3936-38338114cdb3
robert,holcombe,NA,RB,12/11/1975,Illinois,RH-2600,2501199,NA,NA,NA,NA,NA
reece,horn,NA,WR,02/01/1993,Indianapolis,RH-2950,2557032,NA,NA,00-0033092,HOR165978,NA
rob,housler,NA,TE,03/17/1988,Florida Atlantic,RH-3000,2508112,NA,NA,00-0028007,HOU358294,32013030-2d30-3032-3830-30379b056ed4
robert,hughes,NA,RB,06/21/1989,Notre Dame,RH-3250,2530516,NA,NA,00-0028345,HUG592048,32013030-2d30-3032-3833-34357da3c61e
richard,huntley,NA,RB,09/18/1972,Winston-Salem State,RH-3400,2501286,NA,NA,NA,NA,NA
randy,hymes,NA,WR,08/07/1979,Grambling,RH-3500,2504946,NA,NA,NA,NA,NA
raghib,ismail,NA,WR,11/18/1969,Notre Dame,RI-0200,2501310,NA,NA,NA,NA,NA
ryan,izzo,NA,TE,12/21/1995,Florida State,RI-0500,2560751,NA,bd13f2c5-4904-4178-baec-da4ed0c4198c,00-0034439,IZZ487369,32013030-2d30-3033-3434-33391e5569f1
rashawn,jackson,NA,RB,01/15/1987,Virginia,RJ-0100,497180,NA,NA,00-0027401,JAC463165,NA
ray,jackson,NA,RB,08/01/1978,Cincinnati,RJ-0200,2505240,NA,NA,NA,NA,NA
richie,james,NA,WR,09/05/1995,Middle Tennessee,RJ-0450,2560761,NA,NA,00-0034286,JAM471122,32013030-2d30-3033-3432-3836149d738d
ronney,jenkins,NA,RB,05/25/1977,Northern Arizona,RJ-0700,2503933,NA,NA,NA,NA,NA
rashad,jennings,NA,RB,03/26/1985,Liberty,RJ-0800,71345,1644,NA,00-0027155,JEN587965,32013030-2d30-3032-3731-35356a426a9d
ricky,jeune,NA,WR,12/03/1993,Georgia Tech,RJ-0868,2561435,NA,NA,00-0034083,JEU444955,NA
rob,johnson,NA,QB,03/18/1973,USC,RJ-1200,2501452,NA,NA,NA,NA,NA
robert,johnson,NA,TE,06/20/1980,Auburn,RJ-1400,2505419,NA,NA,NA,NA,NA
ron,johnson,NA,WR,05/23/1980,Minnesota,RJ-1600,2505112,NA,NA,NA,NA,NA
ronald,johnson,NA,WR,08/03/1988,USC,RJ-1700,2495182,NA,NA,00-0028120,JOH640749,NA
rudi,johnson,NA,RB,10/01/1979,Auburn,RJ-1800,2504661,NA,NA,NA,NA,NA
reggie,jones,NA,WR,05/08/1971,LSU,RJ-1900,2501510,NA,NA,NA,NA,NA
ronald,jones,NA,RB,08/03/1997,USC,RJ-2250,2560770,2867,dab9314a-ae7f-41de-945d-18896f2205f7,00-0034816,JON705925,32013030-2d30-3033-3438-313686f35185
randy,jordan,NA,RB,06/06/1970,North Carolina,RJ-2400,2501533,NA,NA,NA,NA,NA
reggie,jordan,NA,TE,07/03/1991,Missouri Western,RJ-2450,2550360,NA,NA,00-0030823,JOR534156,NA
rob,kelley,NA,RB,10/03/1992,Tulane,RK-0150,2556414,2429,NA,00-0032371,KEL338220,32013030-2d30-3033-3233-373186a73bc8
reggie,kelly,NA,TE,02/22/1977,Mississippi State,RK-0200,2501583,NA,NA,00-0009119,KEL732070,32013030-2d30-3030-3931-31393cbcd5e8
rashod,kent,NA,TE,06/07/1980,Rutgers,RK-0400,2504956,NA,NA,NA,NA,NA
rob,konrad,NA,RB,11/12/1976,Syracuse,RK-0800,NA,NA,NA,NA,NA,NA
ryan,krause,NA,TE,06/16/1981,Nebraska-Omaha,RK-0900,2505958,NA,NA,NA,NA,NA
ryan,lankford,NA,WR,12/09/1991,Illinois,RL-0250,2550492,NA,NA,00-0030868,LAN674148,NA
rashad,lawrence,NA,WR,06/10/1992,Northwestern,RL-0275,2550524,NA,NA,00-0031009,LAW493179,NA
ray,lawry,NA,RB,09/10/1996,Old Dominion,RL-0287,2561535,NA,NA,00-0034535,LAW531794,NA
ryan,leaf,NA,QB,05/15/1976,Washington State,RL-0300,2501708,NA,NA,NA,NA,NA
reshard,lee,NA,RB,10/12/1980,Middle Tennessee,RL-0400,2505352,NA,NA,NA,NA,NA
raphael,leonard,NA,WR,05/26/1997,Southern Illinois,RL-0512,2563000,NA,NA,00-0035366,LEO695005,NA
roger,lewis,NA,WR,11/27/1993,Bowling Green,RL-0625,2556592,NA,NA,00-0032659,LEW642806,32013030-2d30-3033-3236-3539a190725e
ryan,lindley,NA,QB,06/02/1989,San Diego State,RL-0950,2532894,NA,NA,00-0029531,LIN208832,32013030-2d30-3032-3935-3331543baa9a
ricardo,lockette,NA,WR,05/21/1986,Fort Valley State,RL-1100,2495306,NA,NA,00-0028442,LOC426540,32013030-2d30-3032-3834-343283cd3fe2
ricardo,louis,NA,WR,05/23/1994,Auburn,RL-1325,2555473,NA,NA,00-0033079,LOU665833,32013030-2d30-3033-3330-37396850c59c
ray,lucas,NA,QB,08/06/1972,Rutgers,RL-1400,2501808,NA,NA,NA,NA,NA
ryan,mahaffey,NA,RB,11/28/1987,Northern Iowa,RM-0100,2530714,NA,NA,00-0028486,MAH045827,32013030-2d30-3032-3834-38362332a346
reno,mahe,NA,RB,06/03/1980,Brigham Young,RM-0200,2505280,NA,NA,NA,NA,NA
ryan,malleck,NA,TE,07/22/1993,Virginia Tech,RM-0250,2556605,NA,NA,00-0032650,MAL262135,32013030-2d30-3033-3236-35302da0a9c0
ryan,mallett,NA,QB,06/05/1988,Arkansas,RM-0300,2495443,NA,NA,00-0028012,MAL262949,32013030-2d30-3032-3830-3132eb970a31
rasheed,marshall,NA,WR,07/11/1981,West Virginia,RM-0700,2506509,NA,NA,NA,NA,NA
robert,martin,NA,RB,09/04/1995,Rutgers,RM-0825,2561567,NA,NA,00-0034708,MAR692152,NA
ruvell,martin,NA,WR,08/10/1982,Saginaw Valley State,RM-0900,2505787,NA,NA,00-0022421,MAR709900,32013030-2d30-3032-3234-3231cd712d49
ryan,mathews,NA,RB,10/10/1987,Fresno State,RM-1200,497188,1729,NA,00-0027864,MAT190010,32013030-2d30-3032-3738-36343277465d
rishard,matthews,NA,WR,10/12/1989,Nevada,RM-1500,2532903,2241,NA,00-0029580,MAT576281,32013030-2d30-3032-3935-38309e9dc6f3
reagan,mauia,NA,RB,07/06/1984,Hawaii,RM-1700,2507228,NA,NA,00-0025568,MAU280858,32013030-2d30-3032-3535-3638fb8b3b73
riley,mccarron,NA,WR,06/16/1993,Iowa,RM-1850,2559211,NA,NA,00-0033773,MCC177519,32013030-2d30-3033-3337-37331c5e19ec
ray-ray,mccloud,NA,RB,10/15/1996,Clemson,RM-2050,2560801,NA,347a66ea-4acd-4a40-bdd0-784ffd6139d3,00-0034407,MCC417118,32013030-2d30-3033-3434-303748022b8d
randy,mcmichael,NA,TE,06/28/1979,Georgia,RM-3100,2505106,NA,NA,00-0021236,MCM290007,32013030-2d30-3032-3132-33365e41ab11
reggie,mcneal,NA,WR,09/20/1983,Texas A&M,RM-3200,2495904,NA,NA,NA,NA,NA
robert,meachem,NA,WR,09/28/1984,Tennessee,RM-3500,2495676,809,NA,00-0025414,MEA057501,32013030-2d30-3032-3534-31344555fa81
rondell,mealey,NA,RB,02/24/1977,LSU,RM-3600,2504160,NA,NA,NA,NA,NA
richard,medlin,NA,RB,03/04/1987,Fayetteville State,RM-3700,2531217,NA,NA,00-0028798,MED283611,NA
rashard,mendenhall,NA,RB,06/19/1987,Illinois,RM-3900,939,1346,NA,00-0026163,MEN393702,32013030-2d30-3032-3631-3633fd74de33
rick,mirer,NA,QB,03/19/1970,Notre Dame,RM-4300,2502134,NA,NA,NA,NA,NA
ryan,moats,NA,RB,12/17/1982,Louisiana Tech,RM-4400,2506416,NA,NA,00-0023512,MOA618964,NA
rod,monroe,NA,TE,07/30/1975,Cincinnati,RM-4500,2502164,NA,NA,NA,NA,NA
romar,morris,NA,RB,10/21/1992,North Carolina,RM-4950,2556930,NA,NA,00-0033062,MOR533218,NA
randy,moss,NA,WR,02/13/1977,Marshall,RM-5000,2502220,854,NA,00-0011754,MOS699912,32013030-2d30-3031-3137-3534658285bc
raheem,mostert,NA,RB,04/09/1992,Purdue,RM-5050,2553728,2737,d2f0040a-66fa-4400-a75d-b8f47c74f2c6,00-0031687,MOS822492,32013030-2d30-3033-3136-3837aa36ac48
richard,mullaney,NA,WR,02/23/1993,Alabama,RM-5275,2556626,NA,NA,00-0032732,MUL247056,NA
richard,murphy,NA,RB,09/18/1986,LSU,RM-5400,2530721,NA,NA,00-0028416,MUR520588,32013030-2d30-3032-3834-313639188ba8
rob,myers,NA,TE,04/09/1986,Utah State,RM-5700,81855,NA,NA,00-0026655,MYE524193,NA
ryan,nall,NA,RB,12/27/1995,Oregon State,RN-0025,2560817,NA,b9838078-b2f9-44b1-8d74-7599a4b5038d,00-0034597,NAL398377,32013030-2d30-3033-3435-39375439f8c9
ryan,nassib,NA,QB,03/10/1990,Syracuse,RN-0050,2539961,NA,NA,00-0030586,NAS738294,32013030-2d30-3033-3035-383676e14d53
rajion,neal,NA,RB,03/28/1992,Tennessee,RN-0075,2550233,NA,NA,00-0030756,NEA308982,NA
ryan,neufeld,NA,TE,11/22/1975,UCLA,RN-0600,2503870,NA,NA,NA,NA,NA
reggie,newhouse,NA,WR,02/16/1981,Baylor,RN-0800,2505307,NA,NA,NA,NA,NA
roosevelt,nix,NA,RB,03/30/1992,Kent State,RN-1250,NA,NA,771d1055-0380-44f7-85a4-dce7d36ef275,NA,NA,NA
ryan,omalley,NA,TE,07/24/1993,Pennsylvania,RO-0050,2556818,NA,NA,00-0032932,OMA631240,NA
ricky,ortiz,NA,RB,04/15/1994,Oregon State,RO-0550,2559033,NA,b1079939-7906-4409-81b0-d4a9f280fc64,00-0033374,ORT448270,32013030-2d30-3033-3333-3734e8583001
richard,owens,NA,TE,11/04/1980,Louisville,RO-0700,2505847,NA,NA,NA,NA,NA
roscoe,parrish,NA,WR,07/16/1982,Miami (FL),RP-0300,2506394,NA,NA,00-0023490,PAR686635,32013030-2d30-3032-3334-3930ab8b7a5b
rich,parson,NA,WR,05/16/1980,Maryland,RP-0400,2506285,NA,NA,NA,NA,NA
rodney,peete,NA,QB,03/16/1966,USC,RP-0500,2502436,NA,NA,NA,NA,NA
rashaad,penny,NA,RB,02/02/1996,San Diego State,RP-0550,2560835,2869,5ed3acb0-7057-43fe-8ee8-62d59ca925e8,00-0034750,PEN504753,32013030-2d30-3033-3437-35304f6989c6
royce,pollard,NA,WR,06/03/1989,Hawaii,RP-1450,2535606,NA,NA,00-0029149,POL445601,NA
ryan,prince,NA,TE,05/16/1977,Weber State,RP-1800,2504391,NA,NA,NA,NA,NA
ricky,proehl,NA,WR,03/07/1968,Wake Forest,RP-1900,2502556,NA,NA,NA,NA,NA
ryan,purvis,NA,TE,05/08/1986,Boston College,RP-2100,89782,NA,NA,00-0026804,PUR760401,00-0026804
richard,quinn,NA,TE,09/06/1986,North Carolina,RQ-0100,71443,NA,NA,00-0027040,QUI710607,00-0027040
raymond,radway,NA,WR,07/05/1987,Abilene Christian,RR-0100,2530984,NA,NA,00-0028668,RAD755070,NA
rueben,randle,NA,WR,05/07/1991,LSU,RR-0130,2533533,1920,NA,00-0029262,RAN372502,32013030-2d30-3032-3932-363298052da0
ray,rice,NA,RB,01/22/1987,Rutgers,RR-0400,941,1360,NA,00-0026195,RIC154451,32013030-2d30-3032-3631-39352f1e2853
rico,richardson,NA,WR,07/01/1991,Jackson State,RR-0550,2541881,NA,NA,00-0030162,RIC607168,32013030-2d30-3033-3031-36328a23235c
riley,ridley,NA,WR,07/26/1997,Georgia,RR-0650,2562713,NA,0ef6a89a-341a-4cd9-b740-4bff0521156d,00-0035590,RID655571,32013030-2d30-3033-3535-39307f05b586
ron,rivers,NA,RB,11/13/1971,Fresno State,RR-0700,2502681,NA,NA,NA,NA,NA
ryne,robinson,NA,WR,11/04/1984,Miami (OH),RR-1000,2495722,NA,NA,NA,NA,NA
richard,rodgers,NA,TE,01/22/1992,California,RR-1050,2550313,2142,dc7da6be-fe52-474e-9cc2-2a64e0532527,00-0031384,ROD493098,32013030-2d30-3033-3133-38341d4845e9
rashad,ross,NA,WR,02/02/1990,Arizona State,RR-1150,2541940,NA,NA,00-0030187,ROS672152,32013030-2d30-3033-3031-38374a85e937
robert,royal,NA,TE,05/15/1979,LSU,RR-1300,2505142,NA,NA,00-0021273,ROY426540,00-0021273
rod,rutledge,NA,TE,08/12/1975,Alabama,RR-1500,2502793,NA,NA,NA,NA,NA
ross,scheuerman,NA,RB,03/05/1993,Louisiana-Lafayette,RS-0550,2553738,NA,NA,00-0031783,SCH139023,NA
rashawn,scott,NA,WR,01/29/1992,Miami (FL),RS-0662,2556676,NA,NA,00-0032621,SCO594648,NA
ricky,seale,NA,RB,01/08/1992,Stanford,RS-0675,2554434,NA,NA,00-0032311,SEA305623,NA
ricky,seals-jones,NA,TE,03/15/1995,Texas A&M,RS-0687,2559248,2667,213fb7b8-91cf-4b21-a10b-aed728c42901,00-0033611,SEA449742,32013030-2d30-3033-3336-3131644f3f8b
rushel,shell,NA,RB,09/07/1993,West Virginia,RS-0965,NA,NA,NA,NA,NA,NA
rj,shelton,NA,WR,05/06/1994,Michigan State,RS-0968,2558996,NA,NA,00-0033334,SHE441959,NA
russell,shepard,NA,WR,09/17/1990,LSU,RS-0975,2541944,NA,NA,00-0030147,SHE495616,32013030-2d30-3033-3031-34375acb5d34
ronnie,shields,NA,TE,12/15/1991,Kentucky,RS-1050,2555566,NA,NA,00-0032328,SHI228903,NA
rashaun,simonise,NA,WR,05/31/1995,Calgary,RS-1150,2557435,NA,NA,00-0033141,SIM397137,NA
rod,smart,NA,RB,01/09/1977,Western Kentucky,RS-1400,2504095,NA,NA,NA,NA,NA
richard,smith,NA,WR,07/16/1980,Arkansas,RS-1700,2505838,NA,NA,NA,NA,NA
robert,smith,NA,RB,03/04/1972,Ohio State,RS-2000,2503046,NA,NA,NA,NA,NA
rod,smith,NA,WR,05/15/1970,Missouri Southern,RS-2100,2503048,NA,NA,NA,NA,NA
rod,smith,NA,RB,01/10/1992,Ohio State,RS-2125,2553743,NA,NA,00-0031900,SMI664332,32013030-2d30-3033-3139-30301bd7b033
rodney,smith,NA,WR,03/11/1990,Florida State,RS-2150,2539674,NA,NA,00-0029934,SMI664731,32013030-2d30-3032-3939-33349dae3f03
rusty,smith,NA,QB,01/28/1987,Florida Atlantic,RS-2300,1037844,NA,NA,00-0027775,SMI697160,32013030-2d30-3032-3737-37351d26fba2
ryan,smith,NA,TE,01/13/1996,Miami (OH),RS-2375,2561480,NA,NA,00-0034306,SMI699335,NA
rjay,soward,NA,WR,01/16/1978,USC,RS-2400,2504219,NA,NA,NA,NA,NA
ryan,spadola,NA,WR,02/15/1991,Lehigh,RS-2450,2540268,NA,NA,00-0030175,SPA065094,32013030-2d30-3033-3031-3735d8fc5b17
ricky,stanzi,NA,QB,09/03/1987,Iowa,RS-2700,2495233,NA,NA,00-0028073,STA495069,NA
rod,streater,NA,WR,02/09/1988,Temple,RS-3250,2535869,NA,NA,00-0029129,STR304414,32013030-2d30-3032-3931-3239b7e5cd2c
reggie,swinton,NA,WR,07/24/1975,Murray State,RS-3500,2503222,NA,NA,NA,NA,NA
ryan,switzer,NA,WR,11/04/1994,North Carolina,RS-3525,2557960,NA,5cd47a85-babd-4c03-9543-2b9688014f4f,00-0033562,SWI749216,32013030-2d30-3033-3335-363235b307f0
ryan,swope,NA,WR,09/20/1990,Texas A&M,RS-3550,NA,NA,NA,NA,NA,NA
rudy,sylvan,NA,TE,12/23/1984,Ohio,RS-3600,2507053,NA,NA,NA,NA,NA
ryan,tannehill,NA,QB,07/27/1988,Texas A&M,RT-0150,2532956,1899,a4fc72b5-0bee-425d-bd9f-85192fe5cc1e,00-0029701,TAN298716,32013030-2d30-3032-3937-3031bbb58137
ryan,taylor,NA,TE,11/16/1987,North Carolina,RT-0400,2508137,NA,NA,00-0028156,TAY682237,32013030-2d30-3032-3831-35365261ad95
randall,telfer,NA,TE,05/16/1992,USC,RT-0450,2552660,NA,NA,00-0031533,TEL116643,32013030-2d30-3033-3135-3333c5d98380
robert,thomas,NA,RB,12/01/1974,Henderson State,RT-0800,NA,NA,NA,NA,NA,NA
roc,thomas,NA,RB,09/02/1995,Jacksonville State,RT-0875,2560898,NA,NA,00-0034221,THO353869,32013030-2d30-3033-3432-3231406fcf97
rodney,thomas,NA,RB,03/30/1973,Texas A&M,RT-0900,2503323,NA,NA,NA,NA,NA
robert,tonyan,jr,TE,04/30/1994,Indiana State,RT-1250,2559270,NA,6d9be51c-420a-4110-bdaf-a97c9b065cb2,00-0033757,TON816385,32013030-2d30-3033-3337-353731d69d3c
ryan,torain,NA,RB,08/10/1986,Arizona State,RT-1300,1996,1388,NA,00-0026279,TOR105154,32013030-2d30-3032-3632-37398889d4ce
rod,trafford,NA,TE,11/29/1978,South Carolina,RT-1500,2505238,NA,NA,NA,NA,NA
ross,travis,NA,TE,01/09/1993,Penn State,RT-1550,2554630,NA,08c856ca-6868-4eeb-8605-621e3289a42f,00-0032319,TRA542942,32013030-2d30-3033-3233-31395029c12f
robert,turbin,NA,RB,12/02/1989,Utah State,RT-1950,2533460,1936,NA,00-0029273,TUR019059,32013030-2d30-3032-3932-3733f17b3f55
roberto,wallace,NA,WR,05/10/1986,San Diego State,RW-0600,2507903,NA,NA,00-0027358,WAL481156,00-0027358
ricky,watters,NA,RB,04/07/1969,Notre Dame,RW-1000,2503567,NA,NA,NA,NA,NA
reggie,wayne,NA,WR,11/17/1978,Miami (FL),RW-1100,2504747,1228,NA,00-0020498,WAY456953,32013030-2d30-3032-3034-3938af93005c
rj,webb,NA,WR,08/24/1987,Furman,RW-1170,2542044,NA,NA,00-0030276,WEB270646,NA
ralph,webb,NA,RB,11/21/1994,Vanderbilt,RW-1185,2561419,NA,NA,00-0034596,WEB260877,NA
raymond,webber,NA,WR,06/01/1989,Arkansas-Pine Bluff,RW-1300,2530552,NA,NA,00-0028308,WEB323774,NA
ryan,wetnight,NA,TE,11/05/1970,Stanford,RW-1700,2503603,NA,NA,NA,NA,NA
ryan,whalen,NA,WR,07/26/1989,Stanford,RW-1800,2495245,NA,NA,00-0028105,WHA262526,32013030-2d30-3032-3831-3035ac9bfc5c
robert,wheelwright,NA,WR,12/14/1994,Wisconsin,RW-1850,2559311,NA,NA,00-0033722,WHE700025,NA
reggie,white,NA,RB,07/11/1979,Oklahoma State,RW-2100,2504482,NA,NA,NA,NA,NA
roddy,white,NA,WR,11/02/1981,Alabama-Birmingham,RW-2200,2506366,1244,NA,00-0023462,WHI472686,32013030-2d30-3032-3334-363239a03bb2
reggie,white,jr,WR,03/10/1996,Monmouth,RW-2275,2562952,NA,NA,00-0035019,WHI646824,NA
randal,williams,NA,WR,05/21/1978,New Hampshire,RW-2300,2504394,NA,NA,NA,NA,NA
reggie,williams,NA,WR,05/17/1983,Washington,RW-2400,2506078,NA,NA,NA,NA,NA
ricky,williams,NA,RB,05/21/1977,Texas,RW-2600,2503715,1269,NA,00-0017915,WIL271115,32013030-2d30-3031-3739-3135ce63f577
ricky,williams,NA,RB,08/29/1978,Texas Tech,RW-2700,2504854,1269,NA,NA,NA,NA
roland,williams,NA,TE,04/27/1975,Syracuse,RW-2900,2503721,NA,NA,NA,NA,NA
roy,williams,NA,WR,12/20/1981,Texas,RW-3200,2506096,1272,NA,00-0022909,WIL511864,32013030-2d30-3032-3239-30392e97c147
roydell,williams,NA,WR,03/14/1981,Tulane,RW-3300,2506473,NA,NA,00-0023570,WIL514334,00-0023570
ryan,williams,NA,RB,04/09/1990,Virginia Tech,RW-3400,2495474,1809,NA,00-0027976,WIL000004,32013030-2d30-3032-3739-37366b9828a7
robert,wilson,NA,WR,06/23/1974,Florida A&M,RW-3700,2503757,NA,NA,NA,NA,NA
russell,wilson,NA,QB,11/29/1988,Wisconsin,RW-3850,2532975,1904,cee22366-466c-44e6-9b3c-604cd200334f,00-0029263,WIL777781,32013030-2d30-3032-3932-363323eefb5c
rod,windsor,NA,WR,04/24/1985,Western New Mexico,RW-3900,2529186,NA,NA,00-0027923,WIN135506,NA
ronnie,wingo,NA,RB,02/18/1991,Arkansas,RW-3950,2541534,NA,NA,00-0029791,WIN294553,NA
rashaun,woods,NA,WR,10/17/1980,Oklahoma State,RW-4000,2506081,NA,NA,NA,NA,NA
robert,woods,NA,WR,04/10/1992,USC,RW-4050,2540169,1981,28e8217c-115a-42b5-b214-b4cc07c8710c,00-0030431,WOO561144,32013030-2d30-3033-3034-333120799932
ryan,yurachek,NA,RB,08/27/1996,Marshall,RY-0200,2561599,NA,NA,00-0034725,YUR207645,NA
sam,aiken,NA,WR,12/14/1980,North Carolina,SA-0400,2505442,NA,NA,00-0021915,AIK264111,00-0021915
seyi,ajirotutu,NA,WR,06/12/1987,Fresno State,SA-0500,497260,NA,NA,00-0027581,AJI563610,32013030-2d30-3032-3735-38315610224c
shaun,alexander,NA,RB,08/30/1977,Alabama,SA-0600,2504258,NA,NA,NA,NA,NA
stephen,alexander,NA,TE,11/07/1975,Oklahoma,SA-0700,2499391,NA,NA,NA,NA,NA
scotty,anderson,NA,WR,11/24/1979,Grambling,SA-0800,2504624,NA,NA,NA,NA,NA
stephen,anderson,NA,TE,01/30/1993,California,SA-0850,2556463,NA,3ada78ea-e390-4757-8e8f-5dceb890ede5,00-0032725,AND491051,32013030-2d30-3033-3237-3235bdc77e6b
sherman,badie,NA,RB,01/03/1995,Tulane,SB-0035,2561619,NA,NA,00-0034786,BAD681076,NA
steve,baggett,NA,TE,09/20/1995,East Carolina,SB-0043,NA,NA,NA,NA,NA,NA
sergio,bailey,NA,WR,08/21/1994,Eastern Michigan,SB-0052,2561179,NA,NA,00-0034609,BAI615741,NA
stedman,bailey,NA,WR,11/11/1990,West Virginia,SB-0070,2540157,NA,NA,00-0030532,BAI627251,32013030-2d30-3033-3035-33323196e9ef
shawn,bane,NA,WR,06/09/1995,NW Missouri State,SB-0175,2563172,NA,NA,00-0035194,BAN247213,NA
saquon,barkley,NA,RB,02/07/1997,Penn State,SB-0212,2560968,2860,a4bef03d-14b2-4d61-9c8b-d4122d68922b,00-0034844,BAR192674,32013030-2d30-3033-3438-3434b1393722
sean,bennett,NA,RB,11/09/1975,Northwestern,SB-0400,2499625,NA,NA,NA,NA,NA
sam,bergen,NA,RB,03/06/1992,Rutgers,SB-0550,2556874,NA,NA,00-0033013,BER061347,NA
sean,berton,NA,TE,10/31/1979,North Carolina State,SB-0600,2505335,NA,NA,NA,NA,NA
steve,beuerlein,NA,QB,03/07/1965,Notre Dame,SB-0700,2499643,NA,NA,NA,NA,NA
saeed,blacknall,NA,WR,03/17/1996,Penn State,SB-0750,2561300,NA,NA,00-0034170,BLA311886,NA
shaun,bodiford,NA,WR,05/04/1982,Portland State,SB-0800,2506658,NA,NA,00-0023822,BOD674189,NA
sam,bradford,NA,QB,11/08/1987,Oklahoma,SB-1100,497095,1725,NA,00-0027854,BRA101548,32013030-2d30-3032-3738-353448d0b06c
steve,breaston,NA,WR,08/20/1983,Michigan,SB-1400,2495562,126,NA,00-0025529,BRE019124,32013030-2d30-3032-3535-3239379e0cce
sean,brewer,NA,TE,10/05/1977,San Jose State,SB-1500,2504652,NA,NA,NA,NA,NA
shawn,bryson,NA,RB,11/30/1976,Tennessee,SB-1900,2499895,NA,NA,NA,NA,NA
stephen,burton,NA,WR,12/11/1989,West Texas A&M,SB-2100,2495266,NA,NA,00-0028174,BUR812711,32013030-2d30-3032-3831-3734479b09cb
steve,bush,NA,TE,07/04/1974,Arizona State,SB-2200,2499941,NA,NA,NA,NA,NA
shane,carden,NA,QB,11/06/1991,East Carolina,SC-0075,2553501,NA,NA,00-0031905,CAR047283,NA
stephen,carlson,NA,TE,12/12/1996,Princeton,SC-0175,2563044,NA,de84a33b-4510-4817-91e4-fbd24b0ba90f,00-0035039,CAR177297,32013030-2d30-3033-3530-3339dc511082
stoney,case,NA,QB,07/07/1972,New Mexico,SC-0200,2500026,NA,NA,NA,NA,NA
scott,chandler,NA,TE,07/23/1985,Iowa,SC-0400,2495573,NA,NA,00-0025516,CHA313999,32013030-2d30-3032-3535-31364514eb06
shaun,chapas,NA,TE,05/02/1988,Georgia,SC-0500,2495270,NA,NA,00-0028158,CHA387434,32013030-2d30-3032-3831-3538bc5b6798
sammie,coates,NA,WR,03/31/1993,Auburn,SC-0775,2552470,2290,NA,00-0032166,COA667430,32013030-2d30-3033-3231-36366641a18b
simmie,cobbs,jr,WR,08/25/1995,Indiana,SC-0850,2561024,NA,NA,00-0034068,COB767070,NA
stacy,coley,NA,WR,05/13/1994,Miami (FL),SC-0975,2557896,NA,NA,00-0033968,COL377475,32013030-2d30-3033-3339-3638e14ee3d1
sam,cotton,NA,TE,01/27/1994,Nebraska,SC-1450,2559374,NA,NA,00-0033979,COT538191,NA
scott,covington,NA,QB,01/17/1976,Miami (FL),SC-1500,2500214,NA,NA,NA,NA,NA
sean,culkin,NA,TE,06/11/1993,Missouri,SC-1850,2559161,NA,86105e94-41d3-4109-be4f-f4263f14854b,00-0033696,CUL144288,32013030-2d30-3033-3336-39368640d329
sederrik,cunningham,NA,WR,07/14/1989,Furman,SC-1900,2541182,NA,NA,00-0029745,CUN790208,NA
sam,darnold,NA,QB,06/05/1997,USC,SD-0175,2561036,2884,14e0bff5-ed29-4629-b01e-75cd850979f4,00-0034869,DAR466141,32013030-2d30-3033-3438-36394b743d00
shockmain,davis,NA,WR,08/20/1977,Angelo State,SD-0300,2504010,NA,NA,NA,NA,NA
stephen,davis,NA,RB,03/01/1974,Auburn,SD-0400,2500329,NA,NA,NA,NA,NA
sean,dawkins,NA,WR,02/03/1971,California,SD-0500,2500346,NA,NA,NA,NA,NA
skye,dawson,NA,WR,12/02/1990,Texas Christian,SD-0525,2541616,NA,NA,00-0029868,DAW747636,32013030-2d30-3032-3938-3638b748a694
seth,devalve,NA,TE,01/29/1993,Princeton,SD-0534,2556365,NA,1ba1814b-b7b7-447f-8ae8-2fe454f9f5bb,00-0033080,DEV078904,32013030-2d30-3033-3330-38308194a298
